"";"X.YEAR2018";"X.YEAR2019";"X.YEAR2020";"X.YEAR2021";"X.YEAR2022";"X.YEAR2023";"X.YEAR2024";"X.YEAR2025"
"circulación";-0,2491;-0,0653;-0,1825;0,5452;-0,1299;-0,4201;0,7174;-0,3852
"frontera";0,5282;0,2817;-0,4083;0,379;0,7432;0,4041;0,5826;-1,4418
"prevención";-0,4818;-0,2015;-0,5628;-0,4401;0,2202;0,5253;-2,5412;3,6393
"delito";2,969;-0,0381;-0,1065;1,6677;-0,0758;-1,1602;-1,093;-0,2897
"también";7,0434;6,7192;-0,379;0,5896;0,3256;-0,4054;-2,6648;-0,6803
"incorporar";-7,8821;-1,1115;-0,5678;-3,7615;0,3444;0,2964;3,9564;0,4428
"producto";1,1306;0,7163;3,1845;-0,3348;-0,2979;-2,1744;1,0415;-1,1051
"aumentar";16,7589;0,8925;12,5974;1,5877;1,6463;0,5333;-8,8342;-4,3428
"rápidamente";7,8024;1,5239;-0,8406;-0,6339;-0,4693;3,5959;-1,6144;-4,8814
"difusión";-2,3886;-0,5608;1,9782;3,477;-1,1148;0,4323;-1,7215;0,9401
"sencillo";6,5764;0,6815;-1,9091;-0,6522;1,4174;0,4319;0,573;-5,0435
"comprender";2,8885;0,5829;-3,4763;-5,6597;1,1449;-1,2965;0,6894;0,8423
"respecto";-1,1761;-0,4399;0,6191;5,3517;-0,8673;-1,9149;-1,7513;2,8445
"consecuencia";0,3023;-0,3569;-0,5285;4,204;0,4429;-0,7675;-1,2574;0,6695
"haber";94,3725;4,3125;1,6124;-3,2731;-0,8412;5,3027;-12,6078;-15,3588
"impactado";-0,1422;-0,0463;-0,1293;0,2721;-0,092;-0,7486;-0,2741;0,9528
"signi";-1,1514;-0,1143;-0,3194;-0,8202;-0,2273;-2,4882;-2,149;10,2447
"cativa";-0,795;-0,079;-0,2206;-0,5663;-0,1569;-1,5523;-0,6531;4,5238
"cierto";1,2982;-0,7032;2,595;0,4902;1,0493;1,2011;-3,1807;-0,3168
"área";-9,1238;0,3908;0,7607;-2,1977;0,2943;-1,5774;9,7585;-1,3674
"incluso";4,6146;3,8947;-0,4142;1,9288;1,1662;1,5925;-1,6858;-4,92
"puntual";-0,8466;2,299;-0,4183;-0,5263;0,3045;-0,2942;-1,1362;1,9436
"sector";-2,2728;-0,6196;28,2562;23,2318;-0,9247;0,3656;-3,4569;-6,1658
"lograr";1,1007;0,342;2,1274;0,576;0,2876;0,3929;-0,9703;-0,6798
"bueno";24,185;1,0145;-0,4179;-4,126;1,0019;6,6669;-3,0381;-9,6068
"computación";8,0789;2,6938;1,2541;5,6042;0,8741;-5,7774;-1,6924;-1,4182
"como";-4,9887;6,4377;-2,8032;-2,4989;0,8291;-2,768;3,1507;1,7417
"programación";-7,321;3,2256;-1,3121;-1,3473;-1,3837;1,6708;5,8221;-4,1032
"tradicional";-2,4633;1,9479;-0,4273;-4,7022;-1,4929;-2,3299;-1,3682;12,5292
"avance";-2,214;-0,7171;2,9006;-1,2955;-0,4778;-0,7594;0,9008;0,76
"dentro";4,825;2,4311;-0,3327;-2,2726;-1,7457;0,8154;-0,588;-1,1393
"visión";-2,4513;1,0783;1,6359;0,4984;-0,9696;1,3726;0,4471;-1,1048
"especialmente";-5,2624;-1,8134;-0,7364;0,9145;0,8887;-4,8954;6,3641;-0,3486
"identi";-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;-1,6575;-1,1271;5,3648
"car";-2,3851;-0,2369;0,3496;-1,699;-0,4708;8,5793;-3,0641;0,3582
"clasi";-0,466;-0,0463;0,5892;-0,332;-0,092;0,2313;-1,5898;2,4766
"elemento";53,5071;1,2484;-0,935;-2,3956;-0,4507;-10,4888;-0,4144;-3,541
"cos";-1,2186;-0,196;2,0741;-0,7714;0,2275;-3,856;-0,7162;4,7913
"rostro";0,3466;1,3174;-0,4259;5,3224;0,8157;0,4211;-1,0012;-2,2225
"objeto";-0,4242;0,5176;-1,786;0,6148;8,457;4,6533;-2,2216;-2,2554
"predicción";8,8376;3,0612;-1,0322;3,1562;4,9718;-0,6873;-3,6095;-2,4343
"posible";-0,4854;3,4294;0,3208;0,489;2,7772;4,1469;-0,2961;-6,6987
"enfermedad";16,3425;-0,4274;-1,1941;-1,0852;-0,8496;-1,8027;-11,481;5,8494
"futuro";-0,5181;13,2124;-1,0944;-10,7651;-1,5038;27,4471;-3,2387;-4,8227
"basarse";1,2741;-0,4574;-1,2778;1,1655;0,4619;-3,2047;2,5333;-1,4372
"médico";7,8498;0,3458;0,3793;1,9147;-1,3205;-0,4978;-1,6047;-1,4524
"incluir";-7,596;-3,6983;1,1722;6,3652;0,2943;1,0831;6,6487;-11,333
"ese";57,7228;0,4063;-6,5872;-3,2663;9,5005;15,2385;-13,7713;-16,6946
"lista";-2,1607;-0,2117;-2,7155;-0,8633;1,8321;3,6968;5,6034;-12,364
"traducción";-2,4244;2,8769;-1,2174;7,8221;1,3641;-1,9345;3,2073;-5,8356
"texto";-29,4132;-0,8479;-12,5803;-18,0371;0,844;17,4009;28,8235;-26,7659
"hablar";18,1882;2,2762;-1,3893;-1,0679;4,479;15,1112;-5,6401;-20,5077
"humano";27,4115;5,3141;-7,7486;45,7914;1,8272;3,719;-1,8293;-56,1116
"punto";1,703;2,7049;-0,39;-1,0824;2,6004;-1,6554;-0,5092;0,5079
"interesante";1,8281;0,2785;-0,8813;-2,2999;1,1974;-0,452;1,1692;-1,2766
"reciente";0,8813;5,711;0,2771;0,7959;-1,8184;-0,5341;-1,0262;0,3374
"tener";41,9354;2,5876;-1,1323;-1,2442;2,0136;25,7104;-11,2218;-24,3859
"70";0,2883;-0,4792;1,4558;2,2982;-0,9525;-1,1193;-0,3369;-0,2906
"año";28,1006;0,3598;5,7926;-5,2598;-0,8972;-0,3238;-18,4946;3,949
"embargo";14,8776;4,471;1,1947;5,9923;0,4252;-0,6566;-8,1642;-1,3072
"combinación";31,518;0,3731;0,6673;-0,6983;-0,6594;-2,1734;-3,7441;-1,9679
"tres";0,9172;-0,3829;0,5692;-1,042;-1,6026;1,1685;1,5968;-3,3343
"factor";0,8507;1,0101;8,0574;-0,6534;-1,8538;-2,0693;-1,432;1,5562
"actual";-1,4488;12,7412;1,1416;-5,5902;-1,7069;19,29;-3,2681;-3,8012
"masivo";1,0846;-0,5608;-0,2847;0,5253;1,8234;1,2394;-0,8523;-1,3586
"disponibilidad";-1,6683;0,4126;0,5014;5,9904;-0,5919;-0,4948;-3,4326;2,2488
"hardware";-0,4603;0,3081;0,5388;17,4297;-0,5845;-0,6859;-4,212;-0,4497
"necesario";-2,4153;1,337;1,3837;1,0024;0,3324;-3,4318;0,3428;2,2655
"gpu";-0,4248;-0,0926;-0,2586;0,7282;-0,184;-1,9067;-4,1008;8,3153
"unidad";4,8964;0,4005;-0,9783;-0,4299;-0,6116;-0,4807;0,745;-2,2417
"procesamiento";1,4706;1,3452;1,081;5,8843;3,8314;-1,0865;1,1338;-9,9628
"grá";-0,3564;-0,0354;0,6912;-0,2539;-0,0703;0,399;-1,4508;1,5931
"alto";1,4129;5,9364;15,9971;-1,2923;0,9318;-0,4982;-4,0233;-0,3175
"existencia";0,3115;-0,3812;0,3573;-1,2865;-0,7576;0,3238;-0,3054;0,8044
"cantidad";15,0529;1,9275;1,0455;1,9013;3,772;2,568;-3,9377;-12,0756
"inmenso";0,9263;-0,1497;0,2088;-1,0741;-0,2976;1,6575;-0,9206;-0,3339
"gracia";7,6556;0,2562;3,086;0,3629;0,2992;0,358;-2,986;-1,213
"internet";78,5635;-1,0726;-2,921;75,5436;-2,4199;-7,6036;-92,4429;4,9347
"almacenamiento";1,9113;-0,226;0,3731;2,4568;1,074;0,436;-1,7617;-1,0911
"concentrar";-0,2796;-0,245;0,6862;0,4406;-0,487;1,253;-1,4575;0,4867
"entregar";-2,1755;0,2945;-0,3829;-0,9149;-0,2283;1,3171;-0,4881;0,8524
"voluntario";0,9834;-0,2124;0,4053;-0,2598;-0,4221;1,6347;-0,6403;-1,0706
"usuario";-1,0501;-0,3714;-6,4807;3,7395;1,7991;1,8622;1,8884;-6,4016
"servicio";3,7559;0,5288;10,7893;4,865;1,1252;1,0985;-0,3667;-18,964
"tecnológico";-18,6549;2,5083;7,4894;-2,7332;-3,7442;-16,9138;6,4537;7,0627
"técnica";-7,5227;0,7644;-3,4912;4,3263;6,9363;-2,181;4,5587;-2,3123
"actualmente";4,0962;3,4358;0,2609;0,7409;-0,2363;4,1222;-3,4868;-3,4007
"conseguir";23,0438;0,5593;0,8574;-4,5433;0,3107;-0,6749;-1,5265;-3,2244
"determinado";7,7986;-0,2212;-0,4073;0,4645;6,6138;0,419;-2,0731;-2,7651
"estrategia";-14,2174;-2,11;2,6554;-7,7335;-1,0154;-0,8378;7,3634;0,6484
"can";-9,6241;-0,638;-1,3203;1,5807;-2,4246;-2,0285;-21,6657;46,9845
"pero";59,2942;0,5433;-1,4149;-6,1208;5,6454;17,3792;-15,6254;-15,5499
"proceso";-25,5413;0,7766;-8,011;-11,6967;-6,1404;-2,1685;8,393;9,4296
"costoso";-0,4248;-0,0926;-0,2586;1,2164;-0,184;0,2569;0,2785;-0,3003
"particular";23,9204;-0,2475;-0,6218;3,5328;1,2754;-1,3501;-6,4692;-1,258
"si";14,1993;2,6279;-1,6313;-0,9444;3,0059;38,4182;-15,952;-14,2222
"cuenta";0,7418;0,2681;0,9086;-0,7159;5,9368;1,9037;-0,7251;-2,7237
"infraestructura";-1,1341;-0,2129;6,9049;2,5762;-0,7461;-4,7508;2,4788;-1,7309
"cómputo";-1,7242;-0,2559;-0,715;-1,8357;0,952;3,362;-0,3933;-0,5166
"necesidad";-15,4914;0,4332;-2,396;-6,9593;-0,8564;-5,9092;16,1662;1,408
"procesar";6,8767;0,7705;-0,3574;-1,2996;-0,7667;1,19;-0,3407;-3,6866
"etiquetar";-1,953;1,2966;-1,004;3,6192;0,6478;2,7947;-0,4105;-3,807
"existir";1,0257;0,8876;2,4172;-0,7604;2,9286;10,1039;-15,2894;0,6865
"expectativa";-1,5568;-0,3075;-0,8305;-1,362;1,264;0,4511;2,894;-1,6539
"cual";-1,1557;9,0328;5,5044;-3,1724;-1,8932;-0,7597;-0,7937;1,3739
"importante";6,0569;5,6447;1,2926;1,1092;1,5321;8,0134;-11,7004;-2,6656
"aclarar";-0,2266;0,2893;-0,8747;-1,4472;-0,2346;2,4446;0,2849;-0,9338
"depender";0,6499;-0,2739;-1,1157;1,6236;-0,3641;3,4242;-1,9451;-1,0019
"estadístico";0,3595;0,3419;-0,7022;-0,6148;0,4399;0,3548;-0,6549;0,8597
"decir";6,1702;-0,2502;-3,517;-0,4769;4,1326;22,5937;-4,6264;-14,273
"criterio";-12,2431;-0,9398;-0,9566;-5,1252;-0,8469;-0,9805;5,0198;1,6897
"certeza";1,0954;-0,1035;0,3134;-0,7421;-0,2056;0,9564;-1,0137;0,3005
"justicia";-3,2332;-0,5146;-0,8001;-2,0164;-0,233;2,4559;7,0373;-8,4627
"sino";-10,4491;0,9377;-8,7597;-17,3351;-2,8418;-9,6135;-0,3763;41,6549
"determinar";2,7808;0,3421;-2,1291;3,9827;0,6416;4,3734;-5,1086;-1,7813
"probable";2,9759;-0,1863;0,5874;4,188;0,3553;4,9881;-6,8612;-2,5377
"conjunto";-0,5861;3,02;0,3305;4,663;3,0229;6,5036;-0,3914;-14,9703
"entrenar";-4,6125;1,1299;-0,3465;0,5809;3,3657;11,4482;-0,8099;-6,4388
"advertencia";0,2132;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;0,8301;0,262
"relevancia";-5,8108;0,3018;-1,2144;-6,0108;-2,3109;-0,4907;4,2403;0,8579
"al";0,3835;-0,4563;-1,459;-1,2207;4,1328;0,5726;-1,716;1,6637
"comilla";-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;0,667;-0,2234;0,3126
"justificar";6,2111;0,2842;-0,8899;-0,6217;1,8073;-0,6025;-1,0424;-0,7048
"porque";21,8584;1,3932;-4,2699;-4,1367;1,4572;26,0284;-8,602;-17,6526
"bien";4,4679;1,195;-0,3764;1,3492;2,9399;6,511;-5,457;-4,0124
"prestar";4,3515;0,2334;0,6447;1,3421;-0,3174;1,0608;-3,9246;-0,6371
"consentimiento";0,3353;-0,373;-0,2407;2,5265;-0,3072;-7,7168;6,1949;-2,7387
"aceptar";1,8219;0,4029;-0,9722;-0,2933;-0,6076;1,34;-1,1655;-0,4533
"condición";0,3291;-0,2817;1,8364;2,0067;-1,4442;0,6466;-1,5614;-0,2865
"desconocer";-0,4238;-0,3321;-0,1908;1,0469;0,7143;1,5633;-4,1444;1,4287
"manera";-3,1741;0,9131;-5,5864;-12,7341;-0,7926;-1,3288;2,3574;5,515
"tipo";-0,4758;-0,6277;1,2003;-3,3667;1,535;6,3336;-2,8166;-0,3319
"caso";-6,023;-0,2451;0,6445;-6,1238;9,4399;-3,2338;0,8344;4,51
"actividad";-11,282;-0,9946;-3,8582;-27,8392;-6,4717;0,7734;0,953;14,2963
"campo";-0,4552;1,5766;7,0388;-4,6189;-1,278;1,2778;0,324;-1,0219
"concreto";-8,6743;0,4407;-2,0364;-2,3689;-0,2209;-2,3369;7,1155;0,5577
"ca";-2,1597;-0,5962;7,8528;-0,6029;3,3341;-2,78;-2,7787;4,6237
"conveniente";-0,3233;-0,1225;-0,3423;-0,3917;-0,2435;3,036;-1,1835;-0,2747
"habitualmente";0,2676;-0,1252;-0,3499;-0,1736;0,9542;1,34;-1,0289;-0,3037
"reproducir";-0,6642;0,8462;0,9447;-0,5087;0,8392;1,41;-1,1359;-0,3138
"discurso";-1,9071;-0,4247;-1,1865;1,0751;-0,3735;-0,2655;2,0976;-1,1488
"ni";1,3307;-1,8978;-1,0792;-0,3007;1,2549;8,9961;-6,8135;-0,4122
"2024";-43,7935;-4,3491;-9,5192;-17,4233;-8,6448;-121,8378;67,6088;13,9117
"jensen";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;-1,7362;2,8965
"huang";-1,8642;-0,1851;-0,5172;0,4554;-0,368;-0,3242;-1,3616;3,6654
"ceo";-0,3838;1,0756;-0,1065;-0,2734;-0,0758;1,6352;-1,6372;0,5763
"nvidia";-0,2169;0,89;1,2569;0,2019;-0,1191;-0,6236;-1,8974;1,9698
"entrever";-2,5443;-0,7868;-0,9172;-5,644;-1,564;-2,0477;25,0104;-8,8444
"descubrir";5,8409;-0,3564;-0,9743;0,3483;11,1133;1,1045;-1,0331;-6,8627
"entender";-0,8024;7,3178;-4,119;-2,8437;0,5745;10,8468;0,8131;-9,387
"cado";-0,7402;-0,0735;2,9363;-0,5273;-0,1461;-1,4131;-1,7109;3,7401
"patrón";14,715;6,7662;-0,8583;-0,466;1,4667;0,3176;-1,5824;-4,7236
"concluir";-0,2686;1,1437;-1,1637;-0,7142;0,5307;2,8928;-1,7397;0,2996
"obtener";-0,8198;-0,6982;-0,6291;-10,2311;2,014;-2,4883;1,6767;2,7717
"digitalizada";-0,3838;-0,0381;0,6627;-0,2734;-0,0758;0,3476;-0,4129;0,5763
"existente";-0,5969;0,9368;1,0981;1,7402;-0,2824;-3,6192;2,0885;-0,9054
"profundizar";-7,9505;-0,3387;-1,4188;-5,6636;-1,5694;-0,6442;6,6899;0,3207
"primero";4,0107;0,4834;-0,9803;-3,2082;-1,7107;2,9812;-2,4458;0,4735
"contemporáneo";-1,7057;-0,4628;-1,293;-1,7266;1,2115;-0,4594;-1,2321;5,0859
"mismo";39,604;0,6299;-0,7567;-4,2529;0,6518;3,6242;-11,2379;-1,8913
"tiempo";1,6333;0,815;-1,0961;-7,8491;0,4706;-2,2915;-13,076;30,4541
"herramienta";-102,3154;-3,84;-38,6132;-44,5838;-19,8263;-15,0367;56,8428;20,5593
"actor";-9,3629;-0,6987;-0,3866;68,607;-2,5869;-2,1188;-4,0796;-1,574
"ocurrir";6,8768;-0,8304;0,7847;-0,3816;0,2817;1,7897;-5,2786;-0,3686
"pasar";50,9647;0,9135;-1,9726;-3,5511;0,6121;4,1999;-14,7933;-3,4375
"surgimiento";0,2341;-0,1334;-0,3727;-0,4445;-0,2652;0,8813;-1,6048;1,5962
"luego";7,1671;-0,8885;-1,5143;-2,5782;1,5625;9,0108;-0,5044;-12,6761
"boom";-0,2013;-0,0572;-0,1597;0,6282;0,6378;-0,3081;-0,3962;0,3533
"línea";2,9057;-0,568;-0,655;7,5283;-1,2306;5,0258;-10,9055;-0,3238
"educación";-86,2373;2,8603;-19,2899;-3,3521;-3,9922;31,8291;2,1542;0,3892
"encontrar";14,4315;-1,1604;0,6538;-3,1002;5,5132;-0,7324;-2,4671;-0,6253
"propuesta";-15,2337;-1,3767;-3,0463;-13,0922;-0,3263;-0,5312;7,6646;1,5752
"genérico";-0,8269;-0,2069;-0,5781;-0,8314;0,6154;2,0607;-0,4256;-0,3589
"llamar";15,188;1,2055;-1,7801;-1,9056;2,3792;5,5945;-5,7357;-4,3476
"optimisto";-0,2328;-0,0626;-0,1749;-0,4492;1,486;1,9474;-0,8222;-0,5611
"confiar";6,7184;-0,2341;-0,6541;0,4847;0,5402;0,8088;-0,6789;-4,3093
"mediante";-4,8238;-0,3699;-2,0041;7,1674;1,1928;-1,4197;2,4581;-1,4407
"schapachnik";-0,2741;-0,0272;3,2419;-0,1953;-0,0541;-0,337;-2,4628;1,6852
"2020";-35,8587;-3,6613;-3,8762;-0,3833;1,9044;8,518;-1,244;2,8313
"artículo";-0,9501;-1,3865;-3,9921;6,319;-1,5008;-0,7337;2,9061;-2,6392
"autor";-15,4622;-0,3773;-2,7493;-2,3424;3,4445;1,1232;3,748;-0,5638
"noción";1,1132;0,901;-0,7454;-0,4315;-0,5303;-0,4542;-0,5573;0,7238
"pensamiento";-0,4964;-0,4497;-4,293;-12,5126;-4,6905;-5,2736;-10,9351;55,2361
"computacional";-0,8147;0,2424;0,3544;0,4255;0,4786;-11,7214;14,7844;-3,9635
"moda";0,3138;-0,2477;-0,6921;-1,0623;-0,1618;-2,1795;-5,69;13,944
"2015";0,3522;-0,7542;5,8601;18,0426;0,9951;-3,5813;-4,8432;0,4744
"repetir";-0,4492;0,311;-0,3529;-0,8363;-0,2095;1,1576;-0,6399;0,5458
"robótica";-0,3866;7,4496;2,7757;3,6449;0,3922;4,8444;-3,0901;-7,6578
"ahora";40,6462;1,061;-3,5142;-2,5756;1,4137;8,4343;-3,7239;-23,5855
"incentivo";0,4988;0,4979;4,04;3,5082;-0,3301;-1,1164;-1,7171;-0,3921
"gobierno";-1,3267;-1,7535;112,5894;16,7697;-3,4854;0,4106;-3,1952;-40,6488
"gestionar";2,7768;0,2897;0,6902;-0,4778;-0,4724;-2,7133;2,0404;-1,6056
"aprender";10,9675;3,6705;-6,6855;-7,3224;3,948;21,2446;-4,2236;-11,248
"dicho";-2,963;1,7974;-0,4146;-3,4191;-0,4324;-0,3979;5,005;-1,3813
"foco";-1,2499;0,2258;-1,0953;-0,6255;-0,7793;-2,1418;2,6923;0,677
"cas";-2,577;-0,2559;2,8848;-0,6723;-0,5087;-3,3136;0,4542;2,7458
"predecir";13,7583;4,0883;0,6648;1,6205;6,2074;-0,3614;-6,8576;-3,3342
"comportamiento";5,5134;9,2134;-1,4123;0,4272;6,1946;2,8512;-6,8382;-2,3112
"seguimiento";4,3808;0,3546;-0,7195;1,3822;2,3969;-0,9895;-0,3269;-2,3851
"trayectoria";-0,4022;0,2082;5,4575;-0,7243;-0,8334;-0,7356;0,7675;-0,7956
"personalizar";-20,2993;-0,8829;-2,0583;-6,4171;-1,3877;-0,8255;19,9681;-1,5479
"aprendizajes";-6,141;-0,2281;0,2627;-3,3214;-1,2122;-0,3201;1,0033;2,0902
"ayudar";22,6761;-1,4868;0,2844;-0,3347;1,6796;7,2299;-0,4599;-28,684
"cación";-4,9073;-0,4873;0,6952;-2,5304;-0,9687;-3,3486;0,3592;7,5157
"docente";-94,6777;-0,7111;-11,8834;-16,671;-12,5116;-22,0647;20,4144;40,5765
"menos";19,4846;1,4135;0,4305;2,8998;-0,374;5,0027;-7,5698;-8,5624
"claridad";-4,9895;-0,4955;-0,7594;-2,5825;-0,9849;-3,1268;9,2039;-0,3879
"parecer";4,8918;2,2363;-1,4279;0,3324;-0,4573;13,5985;-2,7631;-10,4292
"comprensión";7,2765;-1,3388;-9,2558;-11,5139;-2,2432;8,4272;-1,0158;-1,2944
"funcionar";4,0869;0,2751;-2,8026;-1,1699;3,0985;10,8056;-2,6886;-6,1364
"bene";-0,3016;-0,0299;0,7564;-0,2148;-0,0595;-0,9116;-0,3537;1,4456
"cio";-0,7402;-0,0735;1,0997;-0,5273;0,5441;0,7544;-0,972;0,6526
"ética|ético";-24,559;-0,6061;-1,1653;-4,4633;-0,8627;0,5975;13,9389;-1,6517
"complejo";2,5581;1,9522;-2,2552;-4,4439;-0,2502;-0,9937;-0,3607;1,3384
"considerar";-3,0119;-0,5488;0,337;-2,6283;0,2843;-1,7409;-0,9475;9,3188
"contexto";-7,8195;0,544;-4,1349;-4,4124;-1,1771;-12,5684;19,2857;1,2183
"político";-16,8033;3,6069;13,8176;69,1525;-2,4848;-2,3727;2,7778;-26,6243
"económico";0,7783;3,2889;21,4862;2,5868;-2,3261;-0,7842;-0,6415;-5,7231
"producción";-3,6021;-0,355;3,7761;0,2891;-1,8195;-1,3996;17,929;-14,8228
"tornar";-0,6305;-0,0626;-0,1749;-0,4492;0,6035;-0,6752;-0,5643;2,2977
"ejercicio";-7,9122;-0,3334;-1,744;-5,4485;-1,744;1,9244;2,6795;0,4246
"ciudadanía";-4,4138;-0,4383;-0,6397;-2,2196;-0,8713;-4,5764;1,8441;4,7451
"pleno";1,6492;-0,1851;0,4803;0,7467;0,243;0,279;-0,6244;-0,8149
"sentido";-3,325;1,6571;-0,8677;-3,9014;-0,8303;4,6563;0,4899;-0,5844
"sostener";-0,3209;-0,392;-0,2654;0,9838;-0,3312;-0,3332;0,5289;-0,5268
"visibilizar";-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;-0,4129;1,9614
"democratizar";-0,6188;-0,1198;0,2698;-0,8593;-0,2381;-1,0026;1,0548;0,6988
"anticipar";-2,6592;0,3414;0,2979;-0,7093;-0,5249;0,3768;1,387;-0,3797
"seleccionar";-3,2333;-1,2851;-1,4437;-3,4238;0,4334;1,1779;1,4262;0,4483
"conferencia";2,0428;0,4278;-1,5821;20,5707;-0,281;0,7885;-2,7362;-6,5716
"debatir";-0,5421;-0,6397;-0,3988;2,561;-0,5447;0,6993;-0,4364;-0,7148
"espacio";-1,8441;-0,3319;-0,6784;-4,2137;-1,0889;-5,7371;0,4863;10,7928
"discusión";-0,6395;-1,4539;-0,3776;-2,5397;-2,0037;3,2889;-1,6258;1,5893
"favorecer";-5,0248;-0,618;-0,3531;-2,0302;-0,6434;-2,8054;2,1273;3,079
"we";-7,6949;-0,4106;-2,5101;4,9055;-1,0751;-10,083;-18,3989;48,0586
"out";-2,9882;-0,2968;-0,8291;0,2793;0,4073;-2,6855;-0,4267;5,2076
"how";-2,1669;-1,0918;-0,3428;4,9984;-2,1702;-2,1733;-22,2622;32,0044
"use";-13,2061;0,255;-2,3167;-2,9105;-3,4151;0,9706;-20,2119;45,0295
"computer";-2,0072;1,7218;1,6368;1,2768;0,2262;0,6417;-2,5486;1,1054
"understand";-0,9869;0,6946;-0,2738;-0,703;-0,1948;-0,9716;-1,0791;4,5979
"not";-4,8971;-0,7052;-1,2237;0,9593;-1,4017;-3,4849;-1,4825;11,9391
"but";-3,4817;-0,3458;-0,4549;3,3101;-0,2736;-1,2431;-2,1345;4,7984
"all";-3,1294;-0,4138;-1,1561;2,1277;-0,8226;-2,4808;-2,0418;8,49
"knowledge";-5,0915;1,5654;-0,8054;-0,4309;0,6239;-2,213;-0,3975;4,9082
"by";23,6414;-2,1848;-4,1006;-1,0895;-2,2977;-5,2573;1,348;-1,6689
"at";-16,0389;-0,9226;-4,4499;0,4558;-1,6195;83,4746;-39,1624;-0,5008
"economic";-2,3576;-0,2341;3,1127;1,4486;-0,4654;0,3718;-1,5585;0,928
"summit";-0,3838;-0,0381;0,6627;0,9064;-0,0758;0,667;-0,4129;-0,5615
"stanford";0,2819;0,5181;1,0475;3,4849;-0,2044;2,5842;-1,3449;-3,3254
"institute";0,3974;-0,3539;2,6861;4,7676;-0,2835;-0,387;-1,5619;-0,713
"for";-44,0112;-4,1323;0,8752;6,14;-5,7297;-7,1723;-7,332;48,5295
"policy";-3,5913;-0,3567;5,4539;4,7216;-0,7089;-1,6289;-0,7453;0,5129
"research";-11,3385;-0,7363;2,4515;6,8583;-0,8812;-3,3032;-0,7739;4,1078
"ver";14,4211;-0,4173;-2,4576;-3,1309;2,0084;18,4137;-8,9841;-5,3902
"enriquecidas";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,2989;0,8301;0,262
"aporte";-10,0338;-0,2131;0,9746;-3,3908;-2,7331;-10,416;-58,117;129,4606
"ámbito";-29,0717;-0,5647;1,4033;-6,226;1,583;-20,0568;14,2474;5,615
"tanto";4,715;6,5108;-1,019;-0,5409;-0,5037;-0,6543;-0,6176;-0,8679
"académico";-26,6373;-4,432;-1,6326;-10,6411;-9,3113;-5,6758;25,2812;1,8461
"empresarial";-0,4101;-0,6534;5,8582;0,3122;-1,2988;-3,6404;0,8835;0,485
"capaz";4,7377;0,3514;0,2833;-2,7157;2,5362;4,9633;-3,1489;-1,9355
"distinto";-6,457;-1,326;0,8369;-0,4603;0,586;1,8706;0,7281;-0,5945
"método";-1,4581;0,4506;-1,1195;-3,3404;1,3782;-2,6037;3,2225;0,7964
"habitual";1,4851;-0,294;0,5388;-0,8493;-0,5845;-0,4157;-2,8922;3,2139
"similar";0,5151;2,1328;-0,2621;0,3073;-1,4198;5,2581;-2,4253;-1,0723
"término";3,1375;-0,8758;4,1603;0,7291;1,1718;0,5226;-2,6687;-0,8511
"asociar";-2,1315;0,3263;1,1371;-0,3988;0,5666;-3,3604;3,6452;-0,4677
"imaginario";0,2676;-0,1252;-0,3499;-0,4048;-0,2489;0,2524;1,0628;-0,6165
"máquina";5,2646;11,796;-0,9931;1,5259;3,5838;12,1449;-1,2772;-30,7971
"inteligente";17,2967;6,6591;17,8814;2,379;-0,2923;11,2431;-11,2049;-27,4531
"robots";1,8487;1,3463;1,0462;22,2566;1,407;21,1773;-20,4723;-20,7369
"humanoides";-0,2741;-0,0272;-0,0761;3,1981;-0,0541;-0,337;-0,9208;0,3175
"mostrar";-5,4665;0,5048;-2,0353;-0,554;4,461;0,6558;-0,6597;1,854
"cine";-0,3095;-0,1198;-0,3347;-0,8593;-0,2381;0,6497;-0,6567;1,1723
"interactúa";0,3203;-0,1143;0,2834;-0,8202;0,3899;0,5224;-0,5191;0,4384
"distar";0,5917;-0,0436;-0,1217;-0,3125;-0,0866;-0,3406;-2,021;2,7509
"fuerte";0,6306;0,3478;7,8398;0,562;-0,7079;1,3589;-2,1302;-1,2774
"conceptual";-2,2338;0,2963;-2,0613;-2,1483;-0,4601;0,7186;0,4062;1,5872
"técnico";-1,5048;3,1823;-0,6884;0,2871;-0,7201;-1,2791;3,5263;-1,3286
"directamente";-1,8668;-0,2313;-0,3498;-0,3343;0,2746;-0,3426;2,3703;-1,026
"realmente";3,1051;0,6095;-2,0841;0,4932;-0,8359;-0,5013;-0,3487;-0,5821
"analizar";-0,5168;-1,2565;-0,5008;-5,6616;-2,0691;0,4793;3,5255;-0,7499
"detalle";0,4774;-0,4853;-1,9371;-0,2686;1,3654;-0,3881;4,8963;-6,0553
"distinguir";-0,6846;0,9668;-1,3919;-0,2322;0,7147;-0,5775;1,6187;-0,8962
"dos";0,9763;-3,0687;2,6487;-2,2907;6,1341;0,7587;-6,8917;3,6342
